CELEX_FROM,NUMBER_FROM,CELEX_TO,NUMBER_TO
62016CJ0586,35,62018CJ0307,31
62016CJ0586,36,62018CJ0307,32
62016CJ0586,37,62018CJ0307,36
62016CJ0586,38,62018CJ0307,37
62016CJ0586,38,62018CJ0307,39
62016CJ0586,39,62018CJ0307,40
62016CJ0586,39,62018CJ0307,41
62016CJ0586,39,62018CJ0307,58
62016CJ0586,40,62018CJ0307,43
62016CJ0586,40,62018CJ0307,45
62016CJ0586,40,62018CJ0307,54
62016CJ0586,40,62018CJ0307,55
62016CJ0586,40,62018CJ0307,56
62016CJ0586,41,62018CJ0307,46
62016CJ0586,41,62018CJ0307,47
62016CJ0586,41,62018CJ0307,48
62016CJ0586,41,62018CJ0307,49
62016CJ0586,41,62018CJ0307,50
62016CJ0586,41,62018CJ0307,51
62016CJ0586,42,62018CJ0307,46
62016CJ0586,43,62018CJ0307,50
62016CJ0586,45,62018CJ0307,44
62016CJ0586,47,62015CJ0411,89
62016CJ0586,48,62010CJ0281,78
62016CJ0586,49,62019CJ0121,44
62016CJ0586,61,62013CJ0067,88
62016CJ0586,66,62013CJ0067,51
62016CJ0586,68,62018CJ0307,67
62016CJ0586,69,62018CJ0307,84
62016CJ0586,69,62018CJ0307,85
62016CJ0586,70,62018CJ0307,83
62016CJ0586,70,62018CJ0307,87
62016CJ0586,71,62018CJ0307,93
62016CJ0586,71,62018CJ0307,94
62016CJ0586,77,62018CJ0307,88
62016CJ0586,77,62018CJ0307,97
62016CJ0586,80,62018CJ0307,50
62016CJ0586,80,62018CJ0307,89
62016CJ0586,82,62018CJ0307,103
62016CJ0586,82,62018CJ0307,106
62016CJ0586,82,62018CJ0307,107
62016CJ0586,86,62018CJ0307,64
62016CJ0586,89,62013CJ0067,54
62016CJ0586,111,62008CJ0407,89
62016CJ0588,31,62018CJ0307,31
62016CJ0588,32,62018CJ0307,32
62016CJ0588,33,62018CJ0307,36
62016CJ0588,34,62018CJ0307,37
62016CJ0588,34,62018CJ0307,39
62016CJ0588,35,62018CJ0307,40
62016CJ0588,35,62018CJ0307,41
62016CJ0588,35,62018CJ0307,58
62016CJ0588,36,62018CJ0307,43
62016CJ0588,36,62018CJ0307,45
62016CJ0588,36,62018CJ0307,54
62016CJ0588,36,62018CJ0307,55
62016CJ0588,36,62018CJ0307,56
62016CJ0588,37,62018CJ0307,46
62016CJ0588,37,62018CJ0307,47
62016CJ0588,37,62018CJ0307,48
62016CJ0588,37,62018CJ0307,49
62016CJ0588,37,62018CJ0307,50
62016CJ0588,37,62018CJ0307,51
62016CJ0588,38,62018CJ0307,46
62016CJ0588,66,62018CJ0307,67
62016CJ0588,67,62018CJ0307,84
62016CJ0588,67,62018CJ0307,85
62016CJ0588,68,62018CJ0307,83
62016CJ0588,68,62018CJ0307,87
62016CJ0588,69,62018CJ0307,93
62016CJ0588,69,62018CJ0307,94
62016CJ0588,76,62018CJ0307,97
62016CJ0588,80,62018CJ0307,84
62016CJ0588,80,62018CJ0307,85
62016CJ0588,83,62018CJ0307,50
62016CJ0588,83,62018CJ0307,89
62016CJ0588,86,62015CJ0469,38
62016CJ0588,89,62018CJ0307,94
62016CJ0588,105,62018CJ0813,57
62016CJ0588,106,62015CJ0224,25
62016CJ0588,110,62006CJ0501,82
62016CJ0588,110,62006CJ0501,83
62016CJ0588,110,62006CJ0501,92
62016CJ0588,110,62006CJ0501,93
62016CJ0588,110,62006CJ0501,94
62016CJ0588,110,62006CJ0501,95
62016CJ0588,113,62018CJ0307,50
62016CJ0588,113,62018CJ0307,119
62016CJ0588,114,62018CJ0307,98
62016CJ0588,123,62013CJ0603,73
62016CJ0588,123,62013CJ0603,74
62016CJ0588,123,62013CJ0603,75
62016CJ0588,123,62013CJ0603,76
62016CJ0588,123,62013CJ0603,77
62016CJ0588,128,62015CJ0623,43
62016CJ0588,135,62011CJ0681,37
62016CJ0588,136,62002CJ0189,219
62016CJ0591,52,62018CJ0307,31
62016CJ0591,53,62018CJ0307,32
62016CJ0591,54,62018CJ0307,36
62016CJ0591,55,62018CJ0307,37
62016CJ0591,55,62018CJ0307,39
62016CJ0591,56,62018CJ0307,40
62016CJ0591,56,62018CJ0307,41
62016CJ0591,56,62018CJ0307,58
62016CJ0591,57,62018CJ0307,43
62016CJ0591,57,62018CJ0307,45
62016CJ0591,57,62018CJ0307,54
62016CJ0591,58,62018CJ0307,46
62016CJ0591,58,62018CJ0307,47
62016CJ0591,58,62018CJ0307,48
62016CJ0591,58,62018CJ0307,49
62016CJ0591,58,62018CJ0307,50
62016CJ0591,58,62018CJ0307,51
62016CJ0591,59,62018CJ0307,46
62016CJ0591,60,62018CJ0307,50
62016CJ0591,66,62018CJ0307,43
62016CJ0591,66,62018CJ0307,52
62016CJ0591,67,62015CJ0469,38
62016CJ0591,74,62018CJ0307,42
62016CJ0591,74,62018CJ0307,54
62016CJ0591,76,62018CJ0307,42
62016CJ0591,76,62018CJ0307,57
62016CJ0591,78,62018CJ0307,55
62016CJ0591,79,62008CJ0407,80
62016CJ0591,79,62015CJ0623,52
62016CJ0591,85,62018CJ0307,51
62016CJ0591,86,62018CJ0307,134
62016CJ0591,88,62018CJ0307,44
62016CJ0591,88,62018CJ0307,55
62016CJ0591,88,62018CJ0307,56
62016CJ0591,88,62018CJ0307,57
62016CJ0591,89,62016CJ0586,43
62016CJ0591,89,62016CJ0614,45
62016CJ0591,105,62018CJ0307,37
62016CJ0591,112,62018CJ0307,67
62016CJ0591,113,62018CJ0307,84
62016CJ0591,113,62018CJ0307,85
62016CJ0591,114,62018CJ0307,83
62016CJ0591,114,62018CJ0307,87
62016CJ0591,115,62018CJ0307,93
62016CJ0591,115,62018CJ0307,94
62016CJ0591,121,62018CJ0307,97
62016CJ0591,123,62018CJ0307,88
62016CJ0591,126,62018CJ0307,88
62016CJ0591,131,62018CJ0307,84
62016CJ0591,131,62018CJ0307,85
62016CJ0591,136,62018CJ0307,107
62016CJ0591,137,62018CJ0307,110
62016CJ0591,139,62018CJ0307,115
62016CJ0591,139,62018CJ0307,118
62016CJ0591,140,62018CJ0307,63
62016CJ0591,142,62018CJ0307,37
62016CJ0591,145,62015CJ0577,65
62016CJ0591,156,62011CJ0681,37
62016CJ0591,157,62011CJ0681,38
62016CJ0591,162,62010CJ0281,78
62016CJ0591,166,62015CJ0072,167
62016CJ0591,170,62011CJ0681,42
62016CJ0591,181,62008CJ0008,31
62016CJ0591,185,62015CJ0101,16
62016CJ0591,186,62015CJ0101,17
62016CJ0591,187,62015CJ0101,19
62016CJ0591,195,62019CJ0014,96
62016CJ0591,197,62017CJ0098,107
62016CJ0591,198,62017CJ0098,107
62016CJ0601,38,62018CJ0307,31
62016CJ0601,39,62018CJ0307,32
62016CJ0601,40,62018CJ0307,36
62016CJ0601,41,62018CJ0307,37
62016CJ0601,41,62018CJ0307,39
62016CJ0601,42,62018CJ0307,40
62016CJ0601,42,62018CJ0307,41
62016CJ0601,42,62018CJ0307,58
62016CJ0601,43,62018CJ0307,43
62016CJ0601,43,62018CJ0307,45
62016CJ0601,43,62018CJ0307,54
62016CJ0601,43,62018CJ0307,55
62016CJ0601,43,62018CJ0307,56
62016CJ0601,44,62018CJ0307,46
62016CJ0601,44,62018CJ0307,47
62016CJ0601,44,62018CJ0307,48
62016CJ0601,44,62018CJ0307,49
62016CJ0601,44,62018CJ0307,50
62016CJ0601,44,62018CJ0307,51
62016CJ0601,45,62018CJ0307,46
62016CJ0601,50,62018CJ0307,50
62016CJ0601,52,62018CJ0307,43
62016CJ0601,55,62018CJ0307,42
62016CJ0601,55,62018CJ0307,54
62016CJ0601,60,62009CJ0263,64
62016CJ0601,61,62009CJ0263,53
62016CJ0601,61,62014CJ0524,20
62016CJ0601,68,62013CJ0067,69
62016CJ0601,71,62018CJ0307,67
62016CJ0601,72,62018CJ0307,84
62016CJ0601,72,62018CJ0307,85
62016CJ0601,73,62018CJ0307,83
62016CJ0601,73,62018CJ0307,87
62016CJ0601,74,62018CJ0307,93
62016CJ0601,74,62018CJ0307,94
62016CJ0601,75,62018CJ0307,89
62016CJ0601,80,62018CJ0307,86
62016CJ0601,84,62018CJ0307,115
62016CJ0601,84,62018CJ0307,118
62016CJ0601,85,62018CJ0307,63
62016CJ0601,97,62011CJ0681,37
62016CJ0601,98,62011CJ0681,38
62016CJ0611,50,62018CJ0307,31
62016CJ0611,51,62018CJ0307,32
62016CJ0611,52,62018CJ0307,36
62016CJ0611,52,62018CJ0307,38
62016CJ0611,53,62018CJ0307,37
62016CJ0611,53,62018CJ0307,39
62016CJ0611,54,62018CJ0307,40
62016CJ0611,54,62018CJ0307,41
62016CJ0611,54,62018CJ0307,58
62016CJ0611,55,62018CJ0307,43
62016CJ0611,55,62018CJ0307,45
62016CJ0611,55,62018CJ0307,54
62016CJ0611,55,62018CJ0307,55
62016CJ0611,55,62018CJ0307,56
62016CJ0611,56,62018CJ0307,46
62016CJ0611,56,62018CJ0307,47
62016CJ0611,56,62018CJ0307,48
62016CJ0611,56,62018CJ0307,49
62016CJ0611,56,62018CJ0307,50
62016CJ0611,56,62018CJ0307,51
62016CJ0611,57,62018CJ0307,46
62016CJ0611,58,62018CJ0307,50
62016CJ0611,64,62015CJ0577,65
62016CJ0611,96,62018CJ0307,67
62016CJ0611,97,62018CJ0307,84
62016CJ0611,97,62018CJ0307,85
62016CJ0611,98,62018CJ0307,83
62016CJ0611,98,62018CJ0307,87
62016CJ0611,99,62018CJ0307,93
62016CJ0611,99,62018CJ0307,94
62016CJ0611,106,62018CJ0307,50
62016CJ0611,106,62018CJ0307,89
62016CJ0611,109,61986CJ0065,15
62016CJ0611,109,62007CJ0209,21
62016CJ0611,111,62018CJ0307,88
62016CJ0611,114,62018CJ0307,115
62016CJ0611,114,62018CJ0307,118
62016CJ0611,115,62018CJ0307,63
62016CJ0611,117,62016CJ0591,131
62016CJ0611,117,62016CJ0601,87
62016CJ0611,120,62018CJ0307,84
62016CJ0611,120,62018CJ0307,85
62016CJ0611,130,62004CJ0113,42
62016CJ0611,130,62004CJ0113,43
62016CJ0611,130,62004CJ0113,54
62016CJ0611,130,62009CJ0201,118
62016CJ0611,130,62009CJ0201,120
62016CJ0611,130,62009CJ0201,121
62016CJ0611,130,62009CJ0201,122
62016CJ0611,138,62004CJ0113,42
62016CJ0611,138,62004CJ0113,43
62016CJ0611,143,62009CJ0201,121
62016CJ0611,143,62009CJ0201,122
62016CJ0611,145,62004CJ0113,43
62016CJ0611,145,62004CJ0113,54
62016CJ0611,145,62004CJ0113,60
62016CJ0611,145,62004CJ0113,61
62016CJ0611,145,62004CJ0113,62
62016CJ0611,145,62004CJ0113,63
62016CJ0611,145,62004CJ0113,64
62016CJ0611,145,62004CJ0113,65
62016CJ0611,145,62004CJ0113,66
62016CJ0611,145,62004CJ0113,67
62016CJ0611,145,62004CJ0113,68
62016CJ0611,145,62004CJ0113,69
62016CJ0611,145,62004CJ0113,70
62016CJ0611,145,62004CJ0113,71
62016CJ0611,145,62009CJ0201,357
62016CJ0611,145,62009CJ0201,358
62016CJ0611,145,62009CJ0201,362
62016CJ0611,145,62009CJ0201,369
62016CJ0611,149,62016CJ0622,48
62016CJ0611,160,62010CJ0628,74
62016CJ0611,163,62015CJ0516,49
62016CJ0611,164,62015CJ0516,50
62016CJ0611,164,62015CJ0516,51
62016CJ0611,165,62018CJ0601,101
62016CJ0611,166,62015CJ0615,37
62016CJ0611,166,62015CJ0615,38
62016CJ0611,171,61988CJ0350,16
62016CJ0611,171,62000CJ0057,62
62016CJ0611,171,62000CJ0057,63
62016CJ0611,171,62018CJ0732,77
62016CJ0611,179,62011CJ0681,37
62016CJ0611,180,62011CJ0681,38
62016CJ0611,180,62016CJ0588,137
62016CJ0611,195,62017CJ0098,107
62016CJ0611,196,62017CJ0098,107
62016CJ0611,197,62016CJ0123,115
62016CJ0611,201,62012CJ0408,63
62016CJ0611,202,62006CJ0076,20
62016CJ0611,202,62013CJ0090,15
62016CJ0611,208,62006CJ0076,24
62016CJ0611,209,62006CJ0076,25
62016CJ0611,210,62006CJ0076,26
62016CJ0614,35,62018CJ0307,31
62016CJ0614,36,62018CJ0307,32
62016CJ0614,37,62018CJ0307,36
62016CJ0614,38,62018CJ0307,37
62016CJ0614,38,62018CJ0307,39
62016CJ0614,39,62018CJ0307,40
62016CJ0614,39,62018CJ0307,41
62016CJ0614,39,62018CJ0307,58
62016CJ0614,40,62018CJ0307,43
62016CJ0614,40,62018CJ0307,45
62016CJ0614,40,62018CJ0307,54
62016CJ0614,40,62018CJ0307,55
62016CJ0614,40,62018CJ0307,56
62016CJ0614,41,62018CJ0307,46
62016CJ0614,41,62018CJ0307,47
62016CJ0614,41,62018CJ0307,48
62016CJ0614,41,62018CJ0307,49
62016CJ0614,41,62018CJ0307,50
62016CJ0614,41,62018CJ0307,51
62016CJ0614,42,62018CJ0307,46
62016CJ0614,43,62018CJ0307,50
62016CJ0614,47,62018CJ0307,36
62016CJ0614,47,62018CJ0307,38
62016CJ0614,53,62018CJ0307,42
62016CJ0614,53,62018CJ0307,54
62016CJ0614,62,62018CJ0307,55
62016CJ0614,72,62013CJ0067,21
62016CJ0614,84,62018CJ0307,67
62016CJ0614,85,62018CJ0307,84
62016CJ0614,85,62018CJ0307,85
62016CJ0614,86,62018CJ0307,83
62016CJ0614,86,62018CJ0307,87
62016CJ0614,87,62018CJ0307,93
62016CJ0614,87,62018CJ0307,94
62016CJ0614,88,62016CJ0591,131
62016CJ0614,88,62018CJ0307,89
62016CJ0614,99,62018CJ0307,84
62016CJ0614,99,62018CJ0307,85
62016CJ0614,102,62015CJ0469,38
62016CJ0614,108,62018CJ0307,97
62016CJ0614,110,62018CJ0307,88
62016CJ0614,122,62011CJ0681,37
62016CJ0614,123,62002CJ0189,219
62016CJ0614,132,62016CJ0591,164
62018CJ0186,23,62019CJ0420,27
62018CJ0186,27,62015CJ0584,47
62018CJ0186,31,62018CJ0176,41
62018CJ0186,32,62018CJ0176,42
62018CJ0186,37,62018CJ0627,44
62018CJ0471,63,61981CJ0060,9
62018CJ0471,63,62003CJ0131,54
62018CJ0471,63,62017CJ0183,51
62018CJ0471,64,62013CJ0031,55
62018CJ0471,64,62015CJ0599,49
62018CJ0471,64,62015CJ0599,51
62018CJ0471,64,62015CJ0599,52
62018CJ0471,64,62015CJ0599,55
62018CJ0471,64,62018CJ0575,47
62018CJ0471,65,62006CJ0521,42
62018CJ0471,65,62008CJ0362,52
62018CJ0471,81,62003CJ0017,41
62018CJ0471,81,62013CJ0659,124
62018CJ0471,81,62018CJ0263,56
62018CJ0471,81,62018CJ0454,48
62018CJ0471,83,62014CJ0106,32
62018CJ0471,83,62014CJ0472,25
62018CJ0471,83,62015CJ0535,46
62018CJ0471,88,62014CJ0106,31
62018CJ0471,88,62014CJ0106,32
62018CJ0471,88,62014CJ0472,24
62018CJ0471,88,62014CJ0472,25
62018CJ0471,88,62015CJ0323,20
62018CJ0471,98,62017CJ0183,67
62018CJ0471,103,62007CJ0519,63
62018CJ0471,103,62017CJ0225,30
62018CJ0471,107,61996CJ0386,43
62018CJ0471,107,62018CJ0414,66
62018CJ0471,134,62007CJ0558,45
62018CJ0471,134,62007CJ0558,46
62018CJ0471,134,62007CJ0558,47
62018CJ0471,134,62010CJ0015,108
62018CJ0471,143,62015CJ0535,46
62018CJ0499,40,62012CJ0149,32
62018CJ0499,40,62012CJ0239,62
62018CJ0499,40,62014CJ0033,69
62018CJ0499,51,62017CJ0616,99
62018CJ0499,54,62017CJ0419,87
62018CJ0499,79,62017CJ0616,44
62018CJ0499,80,62017CJ0616,43
62018CJ0499,82,62010CJ0015,128
62018CJ0499,82,62010CJ0015,129
62018CJ0499,166,62009CJ0343,45
62018CJ0501,46,61971CJ0005,11
62018CJ0501,46,61993CJ0046,42
62018CJ0501,46,61993CJ0046,51
62018CJ0501,46,61998CJ0237,19
62018CJ0501,46,62002CJ0222,38
62018CJ0501,46,62002CJ0222,39
62018CJ0501,46,62002CJ0222,43
62018CJ0501,46,62002CJ0222,49
62018CJ0501,46,62002CJ0222,50
62018CJ0501,46,62002CJ0222,51
62018CJ0501,46,62015CJ0076,82
62018CJ0501,46,62015CJ0076,83
62018CJ0501,46,62015CJ0076,84
62018CJ0501,51,62002CJ0222,26
62018CJ0501,51,62015CJ0076,82
62018CJ0501,51,62016CJ0571,56
62018CJ0501,52,62002CJ0222,27
62018CJ0501,52,62002CJ0222,28
62018CJ0501,52,62002CJ0222,29
62018CJ0501,57,62002CJ0222,50
62018CJ0501,57,62002CJ0222,51
62018CJ0501,59,62015CJ0076,84
62018CJ0501,63,62016CJ0571,49
62018CJ0501,63,62016CJ0571,60
62018CJ0501,63,62016CJ0571,98
62018CJ0501,63,62016CJ0571,99
62018CJ0501,63,62016CJ0571,100
62018CJ0501,63,62016CJ0571,101
62018CJ0501,63,62016CJ0571,102
62018CJ0501,63,62016CJ0571,103
62018CJ0501,63,62016CJ0571,104
62018CJ0501,64,62016CJ0571,72
62018CJ0501,65,62016CJ0571,82
62018CJ0501,70,62016CJ0571,69
62018CJ0501,70,62016CJ0571,87
62018CJ0501,71,62015CJ0413,32
62018CJ0501,71,62015CJ0413,33
62018CJ0501,71,62015CJ0413,34
62018CJ0501,71,62015CJ0688,109
62018CJ0501,72,62017CJ0378,35
62018CJ0501,72,62018CJ0585,160
62018CJ0501,72,62018CJ0585,161
62018CJ0501,79,62016CJ0016,26
62018CJ0501,80,61988CJ0322,18
62018CJ0501,80,62001CJ0207,41
62018CJ0501,80,62015CJ0028,41
62018CJ0501,82,61988CJ0322,8
62018CJ0501,82,62014CJ0258,71
62018CJ0501,82,62016CJ0016,44
62018CJ0501,82,62016CJ0391,71
62018CJ0501,90,62018CJ0418,75
62018CJ0501,90,62018CJ0418,76
62018CJ0501,93,62016CJ0571,99
62018CJ0501,97,62016CJ0571,115
62018CJ0501,99,62016CJ0571,73
62018CJ0501,99,62016CJ0571,77
62018CJ0501,103,62012CJ0085,22
62018CJ0501,103,62014CJ0526,104
62018CJ0501,105,62014CJ0526,110
62018CJ0501,106,62010CJ0617,17
62018CJ0501,106,62010CJ0617,18
62018CJ0501,106,62010CJ0617,19
62018CJ0501,106,62017CJ0646,66
62018CJ0501,106,62017CJ0646,67
62018CJ0501,107,62015CJ0008,69
62018CJ0501,107,62015CJ0008,70
62018CJ0501,108,62014CJ0526,50
62018CJ0501,108,62015CJ0008,72
62018CJ0501,113,62016CJ0571,92
62018CJ0501,113,62016CJ0571,94
62018CJ0501,114,62016CJ0571,120
62018CJ0501,114,62016CJ0571,121
62018CJ0501,115,62016CJ0571,117
62018CJ0501,116,62016CJ0571,122
62018CJ0501,116,62016CJ0571,123
62018CJ0501,116,62017CJ0676,31
62018CJ0501,117,61993CJ0312,14
62018CJ0501,117,61993CJ0430,19
62018CJ0501,117,62016CJ0003,53
62018CJ0501,117,62017CJ0676,42
62018CJ0501,120,62016CJ0571,143
62018CJ0501,120,62016CJ0571,146
62018CJ0501,120,62016CJ0571,147
62018CJ0501,121,62016CJ0571,126
62018CJ0501,121,62016CJ0571,127
62018CJ0501,125,61993CJ0046,82
62018CJ0501,125,62004CJ0295,94
62018CJ0501,125,62017CJ0620,46
62018CJ0501,126,61974CJ0056,6
62018CJ0501,130,62019CJ0924,142
62018CJ0501,130,62019CJ0924,143
62018CJ0501,130,62019CJ0924,144
62018CJ0501,133,62014CJ0069,34
62018CJ0501,135,61993CJ0430,22
62018CJ0501,135,62005CJ0222,36
62018CJ0501,135,62005CJ0222,41
62018CJ0501,135,62015CJ0564,32
62018CJ0529,21,62011CJ0422,24
62018CJ0529,55,62017CJ0515,47
62018CJ0529,58,62017CJ0515,55
62018CJ0529,60,62017CJ0515,57
62018CJ0529,61,62017CJ0515,58
62018CJ0529,61,62017CJ0515,59
62018CJ0529,62,62017CJ0515,60
62018CJ0529,63,62017CJ0515,61
62018CJ0529,64,62017CJ0515,62
62018CJ0529,65,61979CJ0155,24
62018CJ0529,65,62007CJ0550,42
62018CJ0529,65,62017CJ0515,62
62018CJ0529,66,62017CJ0515,63
62018CJ0529,68,62011CJ0422,25
62018CJ0529,69,62017CJ0515,62
62018CJ0529,69,62017CJ0515,63
62018CJ0529,69,62017CJ0515,64
62018CJ0529,72,62017CJ0515,66
62018CJ0529,72,62017CJ0515,67
62018CJ0529,75,62018CJ0594,47
62018CJ0529,86,62017CJ0663,55
62018CJ0546,36,62019CJ0949,43
62018CJ0546,38,62000CJ0453,24
62018CJ0546,38,62018CJ0189,45
62018CJ0546,40,62014CJ0419,66
62018CJ0546,40,62017CJ0042,47
62018CJ0546,41,62010CJ0617,17
62018CJ0546,41,62010CJ0617,19
62018CJ0546,41,62018CJ0585,78
62018CJ0546,43,62018CJ0189,39
62018CJ0546,44,62019CJ0481,42
62018CJ0546,45,62019CJ0481,38
62018CJ0546,45,62019CJ0481,39
62018CJ0546,45,62019CJ0481,40
62018CJ0546,46,62008CJ0045,42
62018CJ0546,46,62008CJ0045,44
62018CJ0546,47,62008CJ0045,43
62018CJ0546,49,62019CJ0896,53
62018CJ0546,50,62004CJ0506,49
62018CJ0546,50,62014CJ0274,62
62018CJ0546,51,62004CJ0506,51
62018CJ0546,51,62018CJ0585,125
62018CJ0546,52,62014CJ0274,61
62018CJ0546,53,62011CJ0199,46
62018CJ0546,53,62011CJ0199,47
62018CJ0546,53,62011CJ0199,49
62018CJ0546,53,62015CJ0682,55
62018CJ0572,46,62010CJ0463,37
62018CJ0572,46,62015CJ0105,51
62018CJ0572,47,62003CJ0131,55
62018CJ0572,47,62016CJ0016,27
62018CJ0572,48,62016CJ0016,32
62018CJ0572,48,62018CJ0575,47
62018CJ0572,49,61981CJ0060,11
62018CJ0572,50,61981CJ0060,12
62018CJ0595,31,62013CJ0293,75
62018CJ0595,32,62018CJ0611,68
62018CJ0595,33,62016CJ0457,85
62018CJ0595,33,62016CJ0457,86
62018CJ0595,38,62011CJ0501,108
62018CJ0595,40,62016CJ0457,88
62018CJ0595,48,62017CJ0098,40
62018CJ0595,49,62015CJ0623,39
62018CJ0595,49,62017CJ0458,57
62018CJ0595,67,62015CJ0623,46
62018CJ0595,67,62015CJ0623,47
62018CJ0595,68,62014CJ0155,34
62018CJ0595,93,62011CJ0440,68
62018CJ0595,98,62018CJ0591,63
62018CJ0628,17,62014CJ0029,49
62018CJ0628,21,62017CJ0543,23
62018CJ0628,21,62018CJ0549,19
62018CJ0628,21,62018CJ0550,30
62018CJ0628,22,61996CJ0137,8
62018CJ0628,22,62018CJ0549,20
62018CJ0628,22,62018CJ0550,31
62018CJ0628,23,62018CJ0549,21
62018CJ0628,23,62018CJ0550,32
62018CJ0628,40,62002CJ0304,81
62018CJ0628,44,62017CJ0543,58
62018CJ0628,44,62018CJ0549,45
62018CJ0628,44,62018CJ0550,55
62018CJ0628,45,62017CJ0543,59
62018CJ0628,45,62018CJ0549,46
62018CJ0628,45,62018CJ0550,56
62018CJ0628,48,62018CJ0549,49
62018CJ0628,48,62018CJ0550,59
62018CJ0628,49,62018CJ0549,50
62018CJ0628,49,62018CJ0550,60
62018CJ0628,50,62018CJ0549,51
62018CJ0628,50,62018CJ0550,61
62018CJ0628,51,62018CJ0549,52
62018CJ0628,51,62018CJ0550,62
62018CJ0628,52,62018CJ0549,53
62018CJ0628,52,62018CJ0550,63
62018CJ0628,59,61976CJ0010,12
62018CJ0628,59,62008CJ0343,39
62018CJ0628,59,62008CJ0343,42
62018CJ0628,62,62017CJ0093,141
62018CJ0628,66,62017CJ0543,51
62018CJ0628,66,62018CJ0549,64
62018CJ0628,66,62018CJ0550,74
62018CJ0628,67,62017CJ0543,52
62018CJ0628,67,62018CJ0549,64
62018CJ0628,67,62018CJ0550,74
62018CJ0628,69,62018CJ0549,66
62018CJ0628,69,62018CJ0550,76
62018CJ0628,71,62017CJ0543,78
62018CJ0628,71,62018CJ0549,68
62018CJ0628,71,62018CJ0550,78
62018CJ0628,72,62018CJ0549,69
62018CJ0628,72,62018CJ0550,79
62018CJ0628,73,62015CJ0552,28
62018CJ0628,74,62018CJ0549,72
62018CJ0628,74,62018CJ0550,81
62018CJ0628,75,62017CJ0543,85
62018CJ0628,75,62018CJ0549,73
62018CJ0628,75,62018CJ0550,82
62018CJ0628,79,62016CJ0388,41
62018CJ0628,81,62018CJ0549,77
62018CJ0628,81,62018CJ0550,86
62018CJ0628,83,62018CJ0549,79
62018CJ0628,83,62018CJ0550,90
62018CJ0628,85,62018CJ0549,85
62018CJ0628,85,62018CJ0550,97
62018CJ0631,24,62017CJ0543,23
62018CJ0631,24,62018CJ0549,19
62018CJ0631,24,62018CJ0550,30
62018CJ0631,25,61996CJ0137,8
62018CJ0631,25,62018CJ0549,20
62018CJ0631,25,62018CJ0550,31
62018CJ0631,26,62018CJ0549,21
62018CJ0631,26,62018CJ0550,32
62018CJ0650,31,62014CJ0455,40
62018CJ0650,34,61983CJ0294,23
62018CJ0650,34,62015CJ0072,66
62018CJ0650,34,62017CJ0663,54
62018CJ0650,37,62016CJ0621,44
62018CJ0650,37,62018CJ0575,46
62018CJ0650,38,62018CJ0575,47
62018CJ0650,43,62015CJ0414,44
62018CJ0650,44,62010CJ0463,50
62018CJ0650,46,61990CJ0312,21
62018CJ0650,46,61990CJ0312,22
62018CJ0650,46,61991CJ0047,27
62018CJ0650,46,61991CJ0047,28
62018CJ0650,46,62010CJ0463,53
62018CJ0650,46,62010CJ0463,54
62018CJ0650,46,62010CJ0463,60
62018CJ0650,50,62010CJ0355,37
62018CJ0650,51,62010CJ0211,78
62018CJ0650,78,62013CJ0540,9
62018CJ0650,83,62018CJ0507,32
62018CJ0650,98,62010CJ0149,64
62018CJ0650,98,62019CJ0119,137
62018CJ0664,50,62018CJ0644,66
62018CJ0664,51,62018CJ0644,68
62018CJ0664,53,62018CJ0644,70
62018CJ0664,54,62018CJ0644,71
62018CJ0664,58,62018CJ0644,76
62018CJ0664,60,62018CJ0644,88
62018CJ0664,77,62018CJ0549,19
62018CJ0664,78,62018CJ0638,54
62018CJ0664,78,62018CJ0638,55
62018CJ0664,80,62001CJ0494,37
62018CJ0664,81,62001CJ0494,38
62018CJ0664,85,62018CJ0638,59
62018CJ0664,91,62015CJ0488,115
62018CJ0664,91,62015CJ0488,116
62018CJ0664,91,62015CJ0488,117
62018CJ0664,133,62018CJ0644,132
62018CJ0664,134,62018CJ0638,115
62018CJ0664,136,62018CJ0644,134
62018CJ0664,137,62018CJ0644,135
62018CJ0664,138,62018CJ0644,136
62018CJ0664,139,62018CJ0644,137
62018CJ0664,151,62018CJ0644,143
62018CJ0664,151,62018CJ0644,146
62018CJ0664,152,62018CJ0638,118
62018CJ0682,62,62019CJ0392,21
62018CJ0682,63,62019CJ0392,26
62018CJ0682,63,62019CJ0392,27
62018CJ0682,64,62015CJ0160,31
62018CJ0682,64,62017CJ0476,32
62018CJ0682,65,62015CJ0160,45
62018CJ0682,66,62019CJ0392,29
62018CJ0682,66,62019CJ0392,33
62018CJ0682,67,62019CJ0392,34
62018CJ0682,68,62015CJ0610,26
62018CJ0682,69,62019CJ0637,26
62018CJ0682,70,62018CJ0263,70
62018CJ0682,77,62015CJ0610,36
62018CJ0682,77,62015CJ0610,37
62018CJ0682,82,62015CJ0610,36
62018CJ0682,82,62015CJ0610,45
62018CJ0682,82,62015CJ0610,48
62018CJ0682,86,62015CJ0610,29
62018CJ0682,88,62015CJ0160,44
62018CJ0682,88,62015CJ0160,45
62018CJ0682,88,62015CJ0160,46
62018CJ0682,88,62015CJ0160,47
62018CJ0682,88,62015CJ0160,48
62018CJ0682,88,62015CJ0160,49
62018CJ0682,88,62015CJ0160,50
62018CJ0682,88,62015CJ0160,51
62018CJ0682,88,62015CJ0160,52
